"X1","X2","X3","X4","X5","X6"
0.0388787054701779,0.0656878738710266,0.073461176823336,0.0638156146035927,0.0737184057391939,0.0546500413835851
0.0824022053481561,0.0614545512866412,0.0612409304396995,0.0760545157085705,0.0921987130886154,0.04962833740612
0.0533735451420235,0.0484185646212318,0.0523678714840573,0.0510441415236927,0.0519203549409033,0.0602262364446561
0.175542163626089,0.0796336153745709,0.0997333250027583,0.14912103886587,0.0818278782373534,0.0565475618207593
0.0692944752606589,0.051983254545396,0.0524078336486037,0.0698360357269564,0.0673666623754654,0.0918540329638002
0.0566813070893337,0.0508778524586678,0.0470388607904974,0.0412855176988434,0.0732160066127156,0.0618920271427614
0.0409759783547953,0.0867171489858891,0.0533786985208887,0.0968763787572713,0.0481043701820544,0.076916635513281
0.0510727172212625,0.0845876650147273,0.078773654648634,0.0537854673065383,0.0695204553219619,0.0614277387016005
0.0483797427043167,0.0662430838111289,0.0521426567024964,0.0489307968102342,0.046407767443793,0.0633857038937119
0.0640717565813544,0.0372720597527862,0.0634627336676278,0.0471564576910758,0.0674666983125113,0.0454899794654929
0.0910650799994652,0.0460164472829479,0.0400613953062372,0.0434891376147022,0.0840483013924072,0.0412653176995702
0.0544204514021893,0.110895312308362,0.106388684551792,0.0544049828256646,0.0482392064735049,0.051974919123411
0.0503097548381604,0.0552249439608034,0.0544353839283082,0.0483028414172911,0.0663195649538625,0.0605865060069059
0.0587973846513659,0.0765442353018566,0.0543171003504182,0.0365976952476046,0.0726033696730664,0.0734768687682283
0.0719124033885263,0.0497064328866534,0.0926167840297523,0.0490490352157451,0.0981526464468308,0.0483569529017421
0.130139889187845,0.0820885793354754,0.059291000216238,0.0578773669576915,0.0471787877182257,0.0680541251856835
0.117422705987057,0.0691098323923266,0.0684976440411498,0.0634438450228117,0.0433849344789808,0.0623912209159362
0.0572759967938653,0.0717534773522623,0.0809664073396566,0.0941701181952925,0.0586253697877121,0.0526410813528794
0.0491297366979765,0.0444000302267684,0.0572503947483279,0.110239027448002,0.085839369752893,0.183594695483589
0.059207717426864,0.048537284766342,0.0565270961605194,0.0551042127779898,0.0932534965907581,0.0779484584419833
0.0402122135374442,0.104063525692234,0.0462229496819295,0.0843075771685196,0.0745408736440972,0.0596891695284732
0.0809602341831038,0.057490498166624,0.0527978956657854,0.0731849230310839,0.0715234573556912,0.0526019516999144
0.0439433802916637,0.0772271440929247,0.0645936739264228,0.0651340985513555,0.0738566082815849,0.0644132749530276
0.0649165771103657,0.0567885907039345,0.134643398401549,0.0544816146073323,0.0915225282660262,0.127138903025078
0.0713427866912818,0.0546094359936404,0.05784590713305,0.0465372482747959,0.0622297607426962,0.0646627039706601
0.0681314450646843,0.107401341243439,0.0982739674593553,0.0479581738546599,0.0535128264715109,0.0561863016262887
0.0514913735880408,0.0570672561218745,0.0715847215222494,0.100669883650411,0.0570817008064781,0.0841800721410839
0.0844360650232707,0.0703487254311013,0.0507948123897879,0.111184599763067,0.0488468066899961,0.13870573435833
0.093613841147053,0.0630016744490722,0.0624912953326777,0.0580450390826083,0.104201194657396,0.082772812942666
0.12774981810872,0.0739049474153627,0.0841357914646386,0.090718940622208,0.0652973221358065,0.0601199534668602
0.0620811820501709,0.0809712707068252,0.0604695332546841,0.0361423435613788,0.0588642061063768,0.061624251870531
0.0616572736053233,0.113767065098123,0.0694325785501742,0.064439238201087,0.0852890593144404,0.0550251986251524
0.0751426496622371,0.0735952448797472,0.0962404684520131,0.067996136995403,0.0555217772882304,0.0503486939277672
0.0665404608302214,0.0492921396575554,0.0599988302363664,0.086792298659547,0.0882874801058758,0.0646009628626511
0.0670297826551755,0.046011421955005,0.0529963319444803,0.080727673091444,0.0607044896904772,0.0837353958021329
0.0784197794065851,0.0785546104828229,0.16025398544155,0.0597079819562741,0.0592085081168221,0.0639544111601081
0.088694857282544,0.0691791220015493,0.0544350172709652,0.0584891568387676,0.0994030206215245,0.0533038923371357
0.0938725172094631,0.0460956070027647,0.072233647354868,0.103058474328343,0.0433663759682907,0.0547183455486434
0.0798466779183997,0.0509310826112126,0.0755693212314951,0.0691718302103598,0.0610800691586467,0.107434365536543
0.0521710541338766,0.0546643443886423,0.07487149418861,0.154465820012595,0.0521244644661867,0.0661561903056544
0.111140762472589,0.0831176471688164,0.0683411086390762,0.0577769185641747,0.0725975842461415,0.0673769643186866
0.0494122588680577,0.094539219194115,0.0855355828077224,0.0533890389673592,0.0393135854896538,0.0748194810970931
0.0405862420653738,0.122979033130167,0.0700510943494813,0.0583765892451062,0.0813591072026034,0.0431994656418176
0.0486956259899311,0.105917230612076,0.0519523142935332,0.0872476752450964,0.0343175204875668,0.103600070608922
0.0529593415261341,0.0719397987717553,0.075640321252807,0.111198484254475,0.0906840617641816,0.0623701530287273
0.0519617175184209,0.0663879386066857,0.073772019688581,0.0486200790575532,0.0524626219756558,0.0574692693666322
0.0911694344590193,0.113090693197023,0.107046492068485,0.0657947553445114,0.0851179956427133,0.0513119074946077
0.050221930455961,0.0736020368208109,0.0592708586429303,0.0646031306343285,0.0683250784399318,0.0890712195419738
0.152502067972064,0.0912699833188355,0.0515879905537306,0.0571608012171314,0.040544205241808,0.0839391317378871
0.0759247340924299,0.0996737231985888,0.0720299364732135,0.0717459171019644,0.123698657220133,0.0823568728422533
0.0674533376573282,0.0924927885607561,0.0556994142290505,0.0483039555005898,0.0537660146794234,0.0805232980635507
0.100379935606316,0.0767802811771487,0.0622526338752109,0.0650266022146424,0.0499951143883892,0.083244300616146
0.0921684760324214,0.0621070251112216,0.103854539992695,0.0430603329731874,0.0667415432228113,0.0515445266473702
0.0448182371473501,0.0662934992021784,0.124545110387071,0.0761431610805231,0.0832990712615171,0.0790922022290655
0.0556489367099385,0.0972371623271365,0.0637393416750502,0.0481237339348324,0.0885776989222588,0.045490758684858
0.0493362686370757,0.0628004751999463,0.0569926730118298,0.0471292420361438,0.0509617735721278,0.0599648335898073
0.0519934212548654,0.0526185364071093,0.0452088807714836,0.0458901993891756,0.063811081564441,0.0440478222049927
0.0581864461682605,0.0501619473004837,0.0625071184064012,0.0543871821400218,0.0427564971109001,0.109962485096407
0.0571684314752801,0.0989697104409859,0.0604572884051754,0.0567595241884988,0.0601307790202602,0.131092173386242
0.0647435416633564,0.0562565259385041,0.0616566429339375,0.0673294779895007,0.0718742648103442,0.0598524703378665
0.0535568600024432,0.0674983455669765,0.0616919841083939,0.056232962188389,0.0481707440500983,0.066050455025388
0.0530998747435061,0.08620354167343,0.0814344126591578,0.0859708798661816,0.108539218266128,0.0754938046866142
0.129484477640254,0.049789513537247,0.0597900651894914,0.0509750452105021,0.0567801339074472,0.0463906771166926
0.0630511419653177,0.0599788940332061,0.0541436517410911,0.0666694690190687,0.0473650728232017,0.0883678222541541
0.0989565368201899,0.0660409437680399,0.0762260368796667,0.0448362907443377,0.0784692028184294,0.0913034370701754
0.0630274701599296,0.0830632431597984,0.0739007130106545,0.0807535378950844,0.0560909220501343,0.0843875921224884
0.0724357348645938,0.0443196584463892,0.0677253771920201,0.0975731264091263,0.0619923294371385,0.0583518461693568
0.106811515611955,0.0626868603586198,0.0679242520103651,0.0587681599763998,0.0976435093856913,0.0960518701057578
0.110104484883985,0.0580613440073859,0.0631654864014129,0.0564506003709524,0.111367529467762,0.0531926488600647
0.0395725706540635,0.243613450018769,0.0712712376637181,0.0595239721620853,0.0774146675657496,0.045724360991006
0.0581542413857567,0.0484401502873665,0.0508131495887531,0.121831268579193,0.0506747057160074,0.0512723229473239
0.0483424093101299,0.0656777330040868,0.117100189294538,0.0433450093422646,0.060509286532309,0.0491112068891114
0.0598538633300561,0.050013079399317,0.12577210487922,0.112372757014151,0.0497784265441045,0.0767864931988934
0.0664769664190264,0.0510282564467768,0.102716881983929,0.086999245571672,0.0626313938618337,0.0703641573474716
0.0977673678754472,0.060444557004241,0.0715515207475905,0.048416227883696,0.103222074015823,0.118752325895515
0.0889393964578129,0.0420258907387237,0.0656702136376127,0.0583516235130404,0.0580231717837598,0.0476333386741348
0.0577037763945817,0.0677268178413508,0.0612675011403008,0.0658931877721069,0.0491338900876453,0.0730861311123903
0.0520519377770267,0.0563535657943122,0.0532974121688717,0.0691762434311556,0.0557436272573997,0.0934352704887395
0.0565425109883327,0.0499462421441967,0.0444012805664661,0.0565457889024751,0.0515482547223665,0.036112152610346
0.0396716391413675,0.0761412345109171,0.0768441862735657,0.152370337302328,0.091172743922225,0.167496034864263
0.0615802921397819,0.068515951098441,0.0768205721852404,0.0409514317043512,0.0523199811832251,0.0593964156929059
0.0618498782745736,0.0544586067995923,0.0491559854517582,0.0835635543297765,0.114974013155643,0.0544071088334794
0.0492811041127336,0.0495754174992332,0.0526380797183285,0.0483617658048785,0.106467022096789,0.0900194899961495
0.0495226264773903,0.0501450269813426,0.0675117728678782,0.0655534331945388,0.0611794789982037,0.0385698385347632
0.109062474659697,0.0674104633469266,0.117529493729786,0.0782308509875427,0.0501813565360593,0.06107967524238
0.0619353049643092,0.05414226158829,0.10219477869113,0.0452485266296723,0.060584480570791,0.104610833515474
0.0534105476383956,0.139647658341963,0.061487927052419,0.0633601720966074,0.17193828674975,0.0583955551141448
0.0522307402212162,0.0986956592000934,0.0752411687470864,0.0660546041058406,0.0541690341526328,0.0636935034929867
0.0413270254605693,0.0754100743913845,0.0581411116962765,0.0710862000008204,0.0434168322492945,0.0611414854024408
0.0619364610198749,0.0496125126168163,0.04919813204036,0.0562314716855824,0.0901102306496355,0.0544331513515867
0.0764226535043999,0.114171313449179,0.0416565823240541,0.0631302044760133,0.0617224417653148,0.0600022744657262
0.0774087865972474,0.0665785812847497,0.0922180629841823,0.0608887883713116,0.0486259889939595,0.0795990641112986
0.0547167309668724,0.0548111014161567,0.0577988694462771,0.0741370933882973,0.0568031852284156,0.042520288093855
0.0507694074215873,0.0598649065727888,0.113078937691282,0.0431676826354611,0.0493447032239422,0.0459990746367824
